layer,arm_a,arm_b,n,d_acts,d_acts_p,d_floor,d_floor_p,gain,gain_lo,gain_hi,gain_p,clears,in_window
4,enact_norecord,neutral,24,1.1151,0.0,0.7379,0.0004,0.3772,-0.3448,0.3508,0.0302,1,0
5,enact,report,24,0.2581,0.0,0.054,0.001,0.2041,-0.0965,0.1031,0.0,1,0
5,enact,exit,24,-0.9364,0.0,-0.2317,0.0,-0.7047,-0.3168,0.3119,0.0,1,0
5,enact,true,24,-0.1419,0.0058,-0.1504,0.0132,0.0086,-0.1002,0.1027,0.8682,0,0
5,enact,neutral,24,0.2904,0.0016,0.2406,0.0112,0.0499,-0.1573,0.1524,0.542,0,0
5,report,exit,24,-1.1945,0.0,-0.2856,0.0,-0.9089,-0.3895,0.3863,0.0,1,0
5,report,neutral,24,0.0323,0.6774,0.1866,0.0316,-0.1543,-0.1703,0.1628,0.0698,0,0
5,exit,neutral,24,1.2268,0.0,0.4722,0.0002,0.7546,-0.3724,0.3814,0.0,1,0
5,true,neutral,24,0.4323,0.0,0.391,0.0,0.0413,-0.1228,0.1132,0.5278,0,0
5,enact,enact_norecord,24,-0.7421,0.0,-0.4973,0.0008,-0.2448,-0.2929,0.2901,0.1062,0,0
5,enact_norecord,neutral,24,1.0325,0.0,0.7379,0.0004,0.2946,-0.3483,0.3574,0.1048,0,0
6,enact,report,24,0.0258,0.3946,0.054,0.0008,-0.0282,-0.0551,0.0566,0.3306,0,0
6,enact,exit,24,-0.8764,0.0,-0.2317,0.0,-0.6447,-0.2817,0.2844,0.0,1,0
6,enact,true,24,-0.1528,0.0142,-0.1504,0.0152,-0.0024,-0.1082,0.1043,0.9658,0,0
6,enact,neutral,24,0.3262,0.0,0.2406,0.0102,0.0856,-0.1389,0.1383,0.2336,0,0
6,report,exit,24,-0.9022,0.0,-0.2856,0.0,-0.6165,-0.2615,0.266,0.0,1,0
6,report,neutral,24,0.3004,0.0004,0.1866,0.0384,0.1138,-0.1426,0.1453,0.1258,0,0
6,exit,neutral,24,1.2026,0.0,0.4722,0.0,0.7303,-0.36,0.3531,0.0,1,0
6,true,neutral,24,0.479,0.0,0.391,0.0,0.088,-0.1109,0.1099,0.135,0,0
6,enact,enact_norecord,24,-0.363,0.0,-0.4973,0.0012,0.1343,-0.2519,0.2561,0.316,0,0
6,enact_norecord,neutral,24,0.6892,0.0,0.7379,0.0004,-0.0487,-0.2973,0.2863,0.7574,0,0
7,enact,report,24,0.0428,0.1474,0.054,0.0006,-0.0112,-0.0542,0.0523,0.69,0,0
7,enact,exit,24,-0.4235,0.0,-0.2317,0.0,-0.1918,-0.1069,0.1077,0.0,1,0
7,enact,true,24,-0.1228,0.0136,-0.1504,0.0204,0.0276,-0.1219,0.1246,0.6574,0,0
7,enact,neutral,24,0.077,0.269,0.2406,0.0084,-0.1636,-0.1804,0.1835,0.082,0,0
7,report,exit,24,-0.4663,0.0,-0.2856,0.0,-0.1807,-0.1108,0.1129,0.0012,1,0
7,report,neutral,24,0.0342,0.5924,0.1866,0.0364,-0.1524,-0.1606,0.1681,0.0698,0,0
7,exit,neutral,24,0.5005,0.0,0.4722,0.0,0.0283,-0.2101,0.212,0.7992,0,0
7,true,neutral,24,0.1998,0.0064,0.391,0.0,-0.1912,-0.1468,0.1503,0.0076,1,0
7,enact,enact_norecord,24,-0.1937,0.007,-0.4973,0.0008,0.3037,-0.2734,0.2829,0.0322,1,0
7,enact_norecord,neutral,24,0.2707,0.007,0.7379,0.0,-0.4672,-0.3587,0.3499,0.0088,1,0
8,enact,report,24,0.1566,0.0,0.054,0.0008,0.1027,-0.0639,0.0657,0.0006,1,0
8,enact,exit,24,-0.793,0.0,-0.2317,0.0,-0.5614,-0.2539,0.2476,0.0,1,0
8,enact,true,24,-0.2889,0.0,-0.1504,0.0158,-0.1384,-0.1197,0.1224,0.023,1,0
8,enact,neutral,24,0.2843,0.0002,0.2406,0.0098,0.0437,-0.1605,0.1585,0.6054,0,0
8,report,exit,24,-0.9497,0.0,-0.2856,0.0,-0.664,-0.2909,0.2883,0.0,1,0
8,report,neutral,24,0.1276,0.0882,0.1866,0.032,-0.059,-0.162,0.166,0.4876,0,0
8,exit,neutral,24,1.0773,0.0,0.4722,0.0,0.6051,-0.3223,0.3363,0.0,1,0
8,true,neutral,24,0.5731,0.0,0.391,0.0,0.1821,-0.1582,0.1541,0.0182,1,0
8,enact,enact_norecord,24,0.1666,0.0154,-0.4973,0.0004,0.6639,-0.3789,0.3737,0.0,1,0
8,enact_norecord,neutral,24,0.1177,0.1192,0.7379,0.0,-0.6202,-0.3835,0.3803,0.0006,1,0
9,enact,report,24,-0.1033,0.0174,0.054,0.0008,-0.1573,-0.0984,0.0997,0.0002,1,0
9,enact,exit,24,-0.7374,0.0,-0.2317,0.0,-0.5057,-0.2249,0.2186,0.0,1,0
9,enact,true,24,-0.0856,0.1066,-0.1504,0.0164,0.0649,-0.1256,0.1228,0.3084,0,0
9,enact,neutral,24,0.2849,0.0,0.2406,0.0102,0.0444,-0.1755,0.1804,0.665,0,0
9,report,exit,24,-0.6341,0.0,-0.2856,0.0,-0.3485,-0.1742,0.1738,0.0,1,0
9,report,neutral,24,0.3882,0.0,0.1866,0.0338,0.2016,-0.219,0.2189,0.076,0,0
9,exit,neutral,24,1.0223,0.0,0.4722,0.0,0.5501,-0.2895,0.2878,0.0,1,0
9,true,neutral,24,0.3705,0.0,0.391,0.0,-0.0205,-0.1572,0.1625,0.8184,0,0
9,enact,enact_norecord,24,-0.2596,0.0014,-0.4973,0.0012,0.2377,-0.2662,0.2717,0.0906,0,0
9,enact_norecord,neutral,24,0.5445,0.0,0.7379,0.0,-0.1933,-0.3479,0.347,0.2846,0,0
10,enact,report,24,0.1281,0.0,0.054,0.0006,0.0741,-0.0502,0.0501,0.0018,1,1
10,enact,exit,24,-0.5194,0.0,-0.2317,0.0,-0.2877,-0.1378,0.1431,0.0,1,1
10,enact,true,24,-0.1591,0.0004,-0.1504,0.0148,-0.0086,-0.1091,0.1127,0.8822,0,1
10,enact,neutral,24,0.3772,0.0,0.2406,0.0092,0.1366,-0.1804,0.1841,0.1502,0,1
10,report,exit,24,-0.6474,0.0,-0.2856,0.0,-0.3618,-0.173,0.1734,0.0,1,1
10,report,neutral,24,0.2491,0.0,0.1866,0.0372,0.0625,-0.1598,0.1613,0.4714,0,1
10,exit,neutral,24,0.8966,0.0,0.4722,0.0,0.4243,-0.2477,0.2508,0.0002,1,1
10,true,neutral,24,0.5363,0.0,0.391,0.0,0.1453,-0.1479,0.1503,0.0584,0,1
10,enact,enact_norecord,24,-0.1595,0.007,-0.4973,0.0002,0.3378,-0.2812,0.2787,0.0156,1,1
10,enact_norecord,neutral,24,0.5367,0.0,0.7379,0.0006,-0.2012,-0.3402,0.3306,0.244,0,1
11,enact,report,24,0.1003,0.0178,0.054,0.0008,0.0464,-0.0668,0.0647,0.1754,0,1
11,enact,exit,24,-0.6844,0.0,-0.2317,0.0,-0.4527,-0.235,0.2262,0.0,1,1
11,enact,true,24,-0.1506,0.0004,-0.1504,0.013,-0.0001,-0.1221,0.1286,0.9986,0,1
11,enact,neutral,24,0.3899,0.0,0.2406,0.0082,0.1493,-0.1697,0.1722,0.0962,0,1
11,report,exit,24,-0.7847,0.0,-0.2856,0.0,-0.4991,-0.2324,0.2381,0.0,1,1
11,report,neutral,24,0.2896,0.0,0.1866,0.0282,0.103,-0.1755,0.1703,0.2496,0,1
11,exit,neutral,24,1.0743,0.0,0.4722,0.0,0.602,-0.3471,0.34,0.0,1,1
11,true,neutral,24,0.5405,0.0,0.391,0.0,0.1495,-0.1373,0.1336,0.03,1,1
11,enact,enact_norecord,24,-0.0867,0.1904,-0.4973,0.0002,0.4106,-0.2852,0.285,0.0034,1,1
11,enact_norecord,neutral,24,0.4766,0.0002,0.7379,0.0,-0.2612,-0.3365,0.3342,0.131,0,1
12,enact,report,24,0.0223,0.501,0.054,0.0006,-0.0316,-0.0632,0.0626,0.3452,0,1
12,enact,exit,24,-0.8269,0.0,-0.2317,0.0,-0.5952,-0.2609,0.2567,0.0,1,1
12,enact,true,24,-0.1601,0.0004,-0.1504,0.013,-0.0097,-0.1535,0.1422,0.8974,0,1
12,enact,neutral,24,0.4085,0.0,0.2406,0.012,0.168,-0.1748,0.169,0.056,0,1
12,report,exit,24,-0.8493,0.0,-0.2856,0.0,-0.5636,-0.2475,0.2514,0.0,1,1
12,report,neutral,24,0.3862,0.0,0.1866,0.0324,0.1996,-0.1689,0.1697,0.0166,1,1
12,exit,neutral,24,1.2354,0.0,0.4722,0.0002,0.7632,-0.3663,0.3707,0.0,1,1
12,true,neutral,24,0.5687,0.0,0.391,0.0,0.1777,-0.1511,0.1542,0.021,1,1
12,enact,enact_norecord,24,0.0024,0.9694,-0.4973,0.001,0.4998,-0.3307,0.3195,0.0026,1,1
12,enact_norecord,neutral,24,0.4061,0.0,0.7379,0.0006,-0.3318,-0.3668,0.3538,0.0686,0,1
13,enact,report,24,-0.0731,0.0328,0.054,0.0008,-0.1271,-0.0846,0.0825,0.001,1,1
13,enact,exit,24,-1.1254,0.0,-0.2317,0.0,-0.8937,-0.3865,0.3778,0.0,1,1
13,enact,true,24,-0.2142,0.0002,-0.1504,0.0164,-0.0638,-0.1498,0.1504,0.4178,0,1
13,enact,neutral,24,0.4844,0.0,0.2406,0.0102,0.2438,-0.1912,0.1893,0.0088,1,1
13,report,exit,24,-1.0523,0.0,-0.2856,0.0,-0.7666,-0.3283,0.3176,0.0,1,1
13,report,neutral,24,0.5575,0.0,0.1866,0.0374,0.3709,-0.2269,0.2266,0.0002,1,1
13,exit,neutral,24,1.6098,0.0,0.4722,0.0002,1.1376,-0.4987,0.5062,0.0,1,1
13,true,neutral,24,0.6986,0.0,0.391,0.0,0.3076,-0.2162,0.2142,0.0046,1,1
13,enact,enact_norecord,24,0.4726,0.0,-0.4973,0.0008,0.9699,-0.503,0.5007,0.0,1,1
13,enact_norecord,neutral,24,0.0118,0.8948,0.7379,0.0006,-0.7261,-0.4796,0.4924,0.0014,1,1
14,enact,report,24,-0.1628,0.004,0.054,0.0006,-0.2167,-0.1314,0.1294,0.0,1,1
14,enact,exit,24,-0.7826,0.0,-0.2317,0.0,-0.5509,-0.2535,0.2509,0.0,1,1
14,enact,true,24,-0.1878,0.0,-0.1504,0.012,-0.0373,-0.1329,0.1367,0.5964,0,1
14,enact,neutral,24,0.4502,0.0,0.2406,0.0112,0.2096,-0.183,0.1868,0.0268,1,1
14,report,exit,24,-0.6198,0.0,-0.2856,0.0,-0.3342,-0.177,0.1709,0.0,1,1
14,report,neutral,24,0.6129,0.0,0.1866,0.0358,0.4263,-0.2721,0.2722,0.0008,1,1
14,exit,neutral,24,1.2328,0.0,0.4722,0.0,0.7605,-0.3654,0.3506,0.0,1,1
14,true,neutral,24,0.6379,0.0,0.391,0.0002,0.2469,-0.2026,0.203,0.0158,1,1
14,enact,enact_norecord,24,0.557,0.0,-0.4973,0.0004,1.0544,-0.5102,0.5068,0.0,1,1
14,enact_norecord,neutral,24,-0.1069,0.1992,0.7379,0.0006,-0.8447,-0.4801,0.4609,0.0004,1,1
15,enact,report,24,-0.1177,0.0648,0.054,0.0006,-0.1717,-0.1422,0.147,0.016,1,1
15,enact,exit,24,-0.6085,0.0,-0.2317,0.0,-0.3768,-0.1939,0.185,0.0,1,1
15,enact,true,24,-0.0933,0.051,-0.1504,0.015,0.0572,-0.1451,0.1511,0.4752,0,1
15,enact,neutral,24,0.4217,0.0002,0.2406,0.0116,0.1812,-0.1698,0.1768,0.0396,1,1
15,report,exit,24,-0.4908,0.0,-0.2856,0.0,-0.2051,-0.178,0.1801,0.0242,1,1
15,report,neutral,24,0.5395,0.0,0.1866,0.0286,0.3529,-0.2518,0.2514,0.0028,1,1
15,exit,neutral,24,1.0302,0.0,0.4722,0.0,0.558,-0.3019,0.2905,0.0,1,1
15,true,neutral,24,0.515,0.0,0.391,0.0,0.124,-0.2036,0.2151,0.257,0,1
15,enact,enact_norecord,24,0.6826,0.0,-0.4973,0.0004,1.1799,-0.5816,0.5876,0.0,1,1
15,enact_norecord,neutral,24,-0.2608,0.0454,0.7379,0.0002,-0.9987,-0.5464,0.5388,0.0,1,1
16,enact,report,24,-0.3237,0.0,0.054,0.0006,-0.3777,-0.1941,0.1842,0.0,1,1
16,enact,exit,24,-1.3788,0.0,-0.2317,0.0,-1.1471,-0.4926,0.4788,0.0,1,1
16,enact,true,24,-0.298,0.0,-0.1504,0.016,-0.1476,-0.1857,0.1853,0.1234,0,1
16,enact,neutral,24,0.502,0.0,0.2406,0.0102,0.2614,-0.2106,0.2108,0.014,1,1
16,report,exit,24,-1.0551,0.0,-0.2856,0.0,-0.7694,-0.3553,0.356,0.0,1,1
16,report,neutral,24,0.8257,0.0,0.1866,0.0332,0.6391,-0.3564,0.3565,0.0,1,1
16,exit,neutral,24,1.8807,0.0,0.4722,0.0,1.4085,-0.6179,0.6356,0.0,1,1
16,true,neutral,24,0.8,0.0,0.391,0.0,0.409,-0.2529,0.261,0.0002,1,1
16,enact,enact_norecord,24,0.4855,0.0006,-0.4973,0.0006,0.9828,-0.5414,0.525,0.0,1,1
16,enact_norecord,neutral,24,0.0164,0.8962,0.7379,0.0002,-0.7214,-0.4982,0.4907,0.0026,1,1
17,enact,report,24,-0.422,0.0,0.054,0.0002,-0.476,-0.2192,0.2218,0.0,1,1
17,enact,exit,24,-1.1429,0.0,-0.2317,0.0,-0.9112,-0.3817,0.3914,0.0,1,1
17,enact,true,24,-0.1758,0.0318,-0.1504,0.0116,-0.0254,-0.1886,0.184,0.807,0,1
17,enact,neutral,24,0.8022,0.0,0.2406,0.0106,0.5616,-0.2862,0.2898,0.0,1,1
17,report,exit,24,-0.7209,0.0,-0.2856,0.0,-0.4353,-0.2272,0.2299,0.0,1,1
17,report,neutral,24,1.2242,0.0,0.1866,0.0326,1.0376,-0.4863,0.4913,0.0,1,1
17,exit,neutral,24,1.9451,0.0,0.4722,0.0,1.4728,-0.6278,0.6267,0.0,1,1
17,true,neutral,24,0.978,0.0,0.391,0.0,0.587,-0.3225,0.3232,0.0002,1,1
17,enact,enact_norecord,24,0.7888,0.0,-0.4973,0.0008,1.2861,-0.6118,0.6133,0.0,1,1
17,enact_norecord,neutral,24,0.0134,0.9006,0.7379,0.0004,-0.7245,-0.4676,0.4673,0.0014,1,1
18,enact,report,24,-0.5826,0.0,0.054,0.0008,-0.6366,-0.2787,0.277,0.0,1,0
18,enact,exit,24,-0.9486,0.0,-0.2317,0.0,-0.7169,-0.3248,0.3142,0.0,1,0
18,enact,true,24,-0.0189,0.806,-0.1504,0.0146,0.1315,-0.199,0.2025,0.2026,0,0
18,enact,neutral,24,0.7122,0.0,0.2406,0.0102,0.4717,-0.3089,0.3118,0.002,1,0
18,report,exit,24,-0.366,0.0002,-0.2856,0.0,-0.0804,-0.1318,0.1308,0.2428,0,0
18,report,neutral,24,1.2949,0.0,0.1866,0.031,1.1083,-0.5349,0.5276,0.0,1,0
18,exit,neutral,24,1.6609,0.0,0.4722,0.0,1.1886,-0.5657,0.5771,0.0,1,0
18,true,neutral,24,0.7311,0.0,0.391,0.0,0.3402,-0.2851,0.281,0.016,1,0
18,enact,enact_norecord,24,0.5077,0.0,-0.4973,0.0002,1.0051,-0.5153,0.507,0.0,1,0
18,enact_norecord,neutral,24,0.2045,0.0866,0.7379,0.0008,-0.5334,-0.4361,0.4296,0.0152,1,0
19,enact,report,24,-0.6516,0.0,0.054,0.0004,-0.7055,-0.3184,0.3187,0.0,1,0
19,enact,exit,24,-0.502,0.0,-0.2317,0.0,-0.2703,-0.1839,0.1797,0.002,1,0
19,enact,true,24,-0.1375,0.115,-0.1504,0.017,0.0129,-0.1894,0.188,0.8868,0,0
19,enact,neutral,24,0.7174,0.0,0.2406,0.0098,0.4769,-0.283,0.2917,0.0,1,0
19,report,exit,24,0.1496,0.0212,-0.2856,0.0,0.4352,-0.2057,0.2056,0.0,1,0
19,report,neutral,24,1.369,0.0,0.1866,0.0324,1.1824,-0.5469,0.5464,0.0,1,0
19,exit,neutral,24,1.2194,0.0,0.4722,0.0,0.7471,-0.3791,0.3921,0.0,1,0
19,true,neutral,24,0.855,0.0,0.391,0.0,0.464,-0.2914,0.2974,0.0004,1,0
19,enact,enact_norecord,24,0.7411,0.0,-0.4973,0.0008,1.2385,-0.6058,0.6206,0.0,1,0
19,enact_norecord,neutral,24,-0.0237,0.8424,0.7379,0.0002,-0.7616,-0.4809,0.4583,0.0006,1,0
20,enact,report,24,-0.4519,0.0,0.054,0.0006,-0.5058,-0.239,0.2467,0.0,1,0
20,enact,exit,24,-0.4432,0.0,-0.2317,0.0,-0.2116,-0.1826,0.1826,0.0216,1,0
20,enact,true,24,-0.0301,0.7664,-0.1504,0.015,0.1203,-0.2358,0.2336,0.32,0,0
20,enact,neutral,24,0.825,0.0,0.2406,0.0084,0.5845,-0.3086,0.3081,0.0,1,0
20,report,exit,24,0.0086,0.9068,-0.2856,0.0,0.2943,-0.1761,0.1735,0.0002,1,0
20,report,neutral,24,1.2769,0.0,0.1866,0.0318,1.0903,-0.4741,0.4618,0.0,1,0
20,exit,neutral,24,1.2683,0.0,0.4722,0.0,0.7961,-0.382,0.3962,0.0,1,0
20,true,neutral,24,0.8552,0.0,0.391,0.0,0.4642,-0.2641,0.2831,0.0008,1,0
20,enact,enact_norecord,24,1.3176,0.0,-0.4973,0.0002,1.8149,-0.7879,0.7936,0.0,1,0
20,enact_norecord,neutral,24,-0.4925,0.0,0.7379,0.0,-1.2304,-0.5895,0.6045,0.0,1,0
21,enact,report,24,-0.1589,0.0562,0.054,0.0008,-0.2129,-0.1786,0.1801,0.0174,1,0
21,enact,exit,24,-0.5825,0.0,-0.2317,0.0,-0.3508,-0.183,0.1905,0.0,1,0
21,enact,true,24,0.189,0.0616,-0.1504,0.0146,0.3394,-0.2644,0.263,0.0114,1,0
21,enact,neutral,24,1.3178,0.0,0.2406,0.0102,1.0773,-0.5035,0.4938,0.0,1,0
21,report,exit,24,-0.4235,0.0,-0.2856,0.0,-0.1379,-0.1505,0.1461,0.0656,0,0
21,report,neutral,24,1.4767,0.0,0.1866,0.0328,1.2901,-0.5737,0.5806,0.0,1,0
21,exit,neutral,24,1.9003,0.0,0.4722,0.0002,1.428,-0.6165,0.6156,0.0,1,0
21,true,neutral,24,1.1288,0.0,0.391,0.0,0.7378,-0.3942,0.3946,0.0002,1,0
21,enact,enact_norecord,24,1.6,0.0,-0.4973,0.0002,2.0973,-0.8806,0.8916,0.0,1,0
21,enact_norecord,neutral,24,-0.2821,0.0138,0.7379,0.0002,-1.02,-0.5327,0.5468,0.0,1,0
22,enact,report,24,-0.2423,0.0096,0.054,0.0004,-0.2962,-0.1916,0.197,0.0018,1,0
22,enact,exit,24,-0.0036,0.9678,-0.2317,0.0,0.2281,-0.1813,0.1831,0.012,1,0
22,enact,true,24,0.4355,0.0,-0.1504,0.014,0.5859,-0.3197,0.3086,0.0,1,0
22,enact,neutral,24,0.7933,0.0,0.2406,0.0098,0.5527,-0.3078,0.3014,0.0,1,0
22,report,exit,24,0.2387,0.0192,-0.2856,0.0,0.5243,-0.2836,0.2759,0.0002,1,0
22,report,neutral,24,1.0356,0.0,0.1866,0.0348,0.849,-0.3893,0.3947,0.0,1,0
22,exit,neutral,24,0.7969,0.0,0.4722,0.0,0.3246,-0.2326,0.2326,0.0044,1,0
22,true,neutral,24,0.3578,0.0068,0.391,0.0,-0.0332,-0.2428,0.2423,0.7976,0,0
22,enact,enact_norecord,24,0.7104,0.0,-0.4973,0.0006,1.2077,-0.5458,0.5409,0.0,1,0
22,enact_norecord,neutral,24,0.0829,0.5074,0.7379,0.0004,-0.655,-0.4182,0.4151,0.0008,1,0
23,enact,report,24,-0.1865,0.0662,0.054,0.0014,-0.2404,-0.2127,0.2094,0.0228,1,0
23,enact,exit,24,-0.2979,0.0,-0.2317,0.0,-0.0663,-0.12,0.1196,0.2792,0,0
23,enact,true,24,0.6958,0.0,-0.1504,0.014,0.8462,-0.3838,0.3975,0.0,1,0
23,enact,neutral,24,1.5536,0.0,0.2406,0.0094,1.3131,-0.5953,0.5774,0.0,1,0
23,report,exit,24,-0.1115,0.2308,-0.2856,0.0,0.1742,-0.1823,0.1935,0.0694,0,0
23,report,neutral,24,1.7401,0.0,0.1866,0.0348,1.5535,-0.6763,0.6951,0.0,1,0
